ID;listingId;blobUrl;cdnUrl;sortOrder;isPrimary;fileSize;mimeType;width;height;uploadedAt
d0000001-0000-0000-0000-000000000038;b0000001-0000-0000-0000-000000000010;https://placehold.co/800x600/f39c12/fff?text=Dacia+Sandero+3;https://placehold.co/800x600/f39c12/fff?text=Dacia+Sandero+3;2;false;88000;image/jpeg;800;600;2025-08-31T10:02:00Z
d0000001-0000-0000-0000-000000000039;b0000001-0000-0000-0000-000000000011;https://placehold.co/800x600/2c3e50/fff?text=Peugeot+208+1;https://placehold.co/800x600/2c3e50/fff?text=Peugeot+208+1;0;true;97000;image/jpeg;800;600;2025-05-31T10:00:00Z
d0000001-0000-0000-0000-000000000040;b0000001-0000-0000-0000-000000000011;https://placehold.co/800x600/2c3e50/fff?text=Peugeot+208+2;https://placehold.co/800x600/2c3e50/fff?text=Peugeot+208+2;1;false;93000;image/jpeg;800;600;2025-05-31T10:01:00Z
d0000001-0000-0000-0000-000000000041;b0000001-0000-0000-0000-000000000011;https://placehold.co/800x600/2c3e50/fff?text=Peugeot+208+3;https://placehold.co/800x600/2c3e50/fff?text=Peugeot+208+3;2;false;89000;image/jpeg;800;600;2025-05-31T10:02:00Z
d0000001-0000-0000-0000-000000000042;b0000001-0000-0000-0000-000000000012;https://placehold.co/800x600/e67e22/fff?text=Renault+Megane+1;https://placehold.co/800x600/e67e22/fff?text=Renault+Megane+1;0;true;100000;image/jpeg;800;600;2025-06-30T10:00:00Z
d0000001-0000-0000-0000-000000000043;b0000001-0000-0000-0000-000000000012;https://placehold.co/800x600/e67e22/fff?text=Renault+Megane+2;https://placehold.co/800x600/e67e22/fff?text=Renault+Megane+2;1;false;96000;image/jpeg;800;600;2025-06-30T10:01:00Z
d0000001-0000-0000-0000-000000000044;b0000001-0000-0000-0000-000000000012;https://placehold.co/800x600/e67e22/fff?text=Renault+Megane+3;https://placehold.co/800x600/e67e22/fff?text=Renault+Megane+3;2;false;92000;image/jpeg;800;600;2025-06-30T10:02:00Z
d0000001-0000-0000-0000-000000000045;b0000001-0000-0000-0000-000000000013;https://placehold.co/800x600/9b59b6/fff?text=Seat+Leon+1;https://placehold.co/800x600/9b59b6/fff?text=Seat+Leon+1;0;true;98000;image/jpeg;800;600;2026-02-20T10:00:00Z
d0000001-0000-0000-0000-000000000046;b0000001-0000-0000-0000-000000000013;https://placehold.co/800x600/9b59b6/fff?text=Seat+Leon+2;https://placehold.co/800x600/9b59b6/fff?text=Seat+Leon+2;1;false;94000;image/jpeg;800;600;2026-02-20T10:01:00Z
d0000001-0000-0000-0000-000000000047;b0000001-0000-0000-0000-000000000013;https://placehold.co/800x600/9b59b6/fff?text=Seat+Leon+3;https://placehold.co/800x600/9b59b6/fff?text=Seat+Leon+3;2;false;90000;image/jpeg;800;600;2026-02-20T10:02:00Z
d0000001-0000-0000-0000-000000000048;b0000001-0000-0000-0000-000000000014;https://placehold.co/800x600/1abc9c/fff?text=Fiat+500+1;https://placehold.co/800x600/1abc9c/fff?text=Fiat+500+1;0;true;101000;image/jpeg;800;600;2026-02-14T10:00:00Z
d0000001-0000-0000-0000-000000000049;b0000001-0000-0000-0000-000000000014;https://placehold.co/800x600/1abc9c/fff?text=Fiat+500+2;https://placehold.co/800x600/1abc9c/fff?text=Fiat+500+2;1;false;96000;image/jpeg;800;600;2026-02-14T10:01:00Z
d0000001-0000-0000-0000-000000000050;b0000001-0000-0000-0000-000000000014;https://placehold.co/800x600/1abc9c/fff?text=Fiat+500+3;https://placehold.co/800x600/1abc9c/fff?text=Fiat+500+3;2;false;92000;image/jpeg;800;600;2026-02-14T10:02:00Z
d0000001-0000-0000-0000-000000000051;b0000001-0000-0000-0000-000000000015;https://placehold.co/800x600/c0392b/fff?text=Opel+Corsa+1;https://placehold.co/800x600/c0392b/fff?text=Opel+Corsa+1;0;true;95000;image/jpeg;800;600;2025-10-31T10:00:00Z
d0000001-0000-0000-0000-000000000052;b0000001-0000-0000-0000-000000000015;https://placehold.co/800x600/c0392b/fff?text=Opel+Corsa+2;https://placehold.co/800x600/c0392b/fff?text=Opel+Corsa+2;1;false;91000;image/jpeg;800;600;2025-10-31T10:01:00Z
d0000001-0000-0000-0000-000000000053;b0000001-0000-0000-0000-000000000015;https://placehold.co/800x600/c0392b/fff?text=Opel+Corsa+3;https://placehold.co/800x600/c0392b/fff?text=Opel+Corsa+3;2;false;87000;image/jpeg;800;600;2025-10-31T10:02:00Z
